Timestamp,"Research Participation Consent
I have read the information provided above and voluntarily agree to participate in this research study. I understand that my responses will be anonymous and used only for academic and research purposes.",How old are you? ,What is your gender? ,  Which university are you currently studying in?  ,   What program are you currently enrolled in?  ,  Which year are you currently studying in?  ,  Current GPA/CGPA  ,"On average, how many hours do you study per day (outside class)?",What is your approximate class attendance?,"How often do you feel overwhelmed by assignments, projects, and deadlines? ","How many major exams, tests, or assessments have you completed during the current semester or year? ",How many hours of sleep do you get per night? ,"On average, how much time do you spend on social media each day?",How often do you engage in physical activity or exercise?,  Part-time Job  ,"On average, what is your total daily screen time (including study and entertainment)?",How often do financial concerns related to your education cause you stress?,"When you feel stressed, how often do you have someone you trust to talk to? ","During the last month, how often have you felt nervous or stressed because of your studies?","During the last month, how often have you felt that your academic responsibilities were becoming difficult to manage?  ","During the last month, how often have you worried about your academic performance or grades?  ","During the last month, how often have you felt confident in your ability to handle academic challenges?  ","During the last month, how often have you felt that things were going well in your academic life?  ","During the last month, how often have you felt overwhelmed by the amount of work you needed to complete?","During the last month, how often have you been able to stay calm when facing academic pressure?  ","During the last month, how often have you felt in control of your studies and responsibilities?  ","During the last month, how often have you felt frustrated because of situations beyond your control?  ","During the last month, how often have you felt that your academic problems were piling up faster than you could handle them?  ","Overall, how satisfied are you with your academic life at the moment?","In your opinion, what is the biggest source of academic stress in your life, and why? ",Have you ever thought about taking a break from your studies because of academic pressure?  ,How often do concerns about your future career or employment cause you stress?,How satisfied are you with your current academic performance?,Data_Source
9/8/2026 1:27:28,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,1st Year,3.0–3.49,3–4,71–80%,1,3-4,5–6,Less than 1 hour,3–4 days/week,No,3–5 hours,1,4,2,1,2,3,5,3,3,3,3,2,3,"Career, jobs are very limited in Nepal",Sometimes,3,3,Synthetic
9/8/2026 4:00:58,"Yes, I agree to participate.",23-25,Male,Madhyapaschim University,BCA,3rd Year,3.5–4.0,3–4,60–70%,2,3-4,More than 8,1–2 hours,3–4 days/week,Yes,More than 8 hours,4,4,4,3,3,4,4,2,4,2,3,3,3,Lack of practical classes and resources,Rarely,5,5,Synthetic
9/8/2026 4:59:16,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc Nursing,2nd Year,3.5–4.0,More than 6 hours,81–90%,2,1-2,5–6,3–4 hours,3–4 days/week,No,3–5 hours,3,3,3,4,2,3,3,3,4,3,3,3,3,Future career concerns because I am unsure about job opportunities,Rarely,4,3,Synthetic
9/8/2026 6:08:39,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,Agriculture,4th Year,3.5–4.0,5–6,71–80%,3,3-4,5–6,Less than 1 hour,3–4 days/week,Yes,3–5 hours,2,3,4,2,3,3,2,3,3,4,2,3,5,Working part time and studying at the same time,Sometimes,4,4,Synthetic
9/8/2026 8:36:14,"Yes, I agree to participate.",Above 25,Female,Rajarshi Janak University,BCA,4th Year,3.0–3.49,Less than 1,71–80%,2,3-4,7–8,1–2 hours,3–4 days/week,Yes,6–8 hours,4,4,1,2,2,4,4,3,4,3,3,3,4,Multiple assignments ,Rarely,4,4,Synthetic
9/8/2026 9:28:40,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,3rd Year,2.5–2.99,Less than 1,81–90%,2,5-6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,1,3,1,2,2,3,2,2,4,2,2,3,3,"TU exam pattern, everything depends on final exam",Rarely,5,3,Synthetic
9/8/2026 11:04:04,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,60–70%,2,More than 6,5–6,3–4 hours,5–6 days/week,Yes,More than 8 hours,2,3,2,2,1,4,4,2,5,4,3,2,5,Lack of practical classes and resources,Rarely,3,5,Synthetic
9/8/2026 12:33:58,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,1–2,Below 60%,4,3-4,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,4,4,4,4,2,2,4,1,3,4,3,1,Lack of discipline and too much screen time,Sometimes,5,4,Synthetic
9/8/2026 17:00:45,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,60–70%,4,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,4,5,3,4,2,2,3,2,2,3,5,2,Unsure about future after graduation,Rarely,4,3,Synthetic
9/8/2026 20:18:15,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,3rd Year,3.0–3.49,1–2,81–90%,3,3-4,5–6,Less than 1 hour,3–4 days/week,Yes,6–8 hours,5,1,4,3,1,2,1,4,3,1,3,3,3,Financial ,Often,3,5,Synthetic
9/9/2026 1:47:34,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc Nursing,3rd Year,2.0–2.49,Less than 1,71–80%,5,3-4,5–6,More than 6 hours,Never,No,More than 8 hours,3,4,5,4,5,2,2,5,3,1,3,5,3,Too many assignments and lab reports with the same deadline,Often,3,2,Synthetic
9/9/2026 2:47:45,"Yes, I agree to participate.",20-22,Male,Kathmandu University,BE/B.Tech,2nd Year,Below 2.0,5–6,71–80%,4,5-6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,5,3,4,3,4,3,2,4,3,2,3,5,2,"Exams, because the whole year's result depends on the final board exam",Sometimes,1,2,Synthetic
9/9/2026 3:57:06,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BHM,3rd Year,2.0–2.49,1–2,60–70%,2,5-6,5–6,5–6 hours,Never,Yes,More than 8 hours,4,4,2,2,3,4,4,2,3,2,2,4,4,Frustration ,Rarely,4,3,Synthetic
9/9/2026 5:15:39,"Yes, I agree to participate.",Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,3–4,71–80%,3,3-4,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,4,5,4,5,2,2,5,1,3,4,4,4,Lack of discipline and too much screen time,Sometimes,4,3,Synthetic
9/9/2026 5:19:06,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,60–70%,2,1-2,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,4,2,3,2,4,3,3,3,5,3,3,3,Semester project with weak team members,Sometimes,3,4,Synthetic
9/9/2026 5:38:01,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Law(LLB),2nd Year,3.5–4.0,3–4,71–80%,4,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,2,3,4,4,4,2,2,4,2,3,4,4,2,"Exams, because the whole year's result depends on the final board exam",Very Often,3,4,Synthetic
9/9/2026 7:24:57,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,71–80%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,5,5,2,3,3,3,3,2,3,3,3,3,3,Project submission deadlines clashing with exams,Often,5,3,Synthetic
9/9/2026 9:13:57,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BHM,4th Year,3.5–4.0,1–2,71–80%,3,3-4,More than 8,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,5,3,2,3,4,4,2,4,3,2,1,3,"Working part time and studying at the same time, assignments because multiple deadlines occur at the same time",Never,4,5,Synthetic
9/9/2026 9:40:11,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,2nd Year,3.0–3.49,Less than 1,81–90%,1,5-6,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,3,4,2,2,3,3,4,2,4,3,2,2,3,Study management,Sometimes,4,4,Synthetic
9/9/2026 11:29:54,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,Less than 1,81–90%,4,5-6,7–8,1–2 hours,1–2 days/week,No,6–8 hours,3,4,3,2,1,5,4,2,4,3,1,3,4,"Career, jobs are very limited in Nepal",Sometimes,4,4,Synthetic
9/9/2026 12:46:05,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,MBBS,5th Year,3.5–4.0,5–6,71–80%,3,5-6,7–8,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,2,3,3,4,3,3,4,2,2,3,3,2,Nothing much,Rarely,4,5,Synthetic
9/9/2026 15:24:11,"Yes, I agree to participate.",17-19,Female,Rajarshi Janak University,Agriculture,1st Year,3.5–4.0,1–2,81–90%,3,3-4,7–8,3–4 hours,1–2 days/week,No,3–5 hours,2,2,2,1,2,3,4,2,3,4,2,3,5,Time management,Often,2,5,Synthetic
9/9/2026 15:38:37,"Yes, I agree to participate.",Above 25,Female,Pokhara University,BSc Nursing,4th Year,3.0–3.49,Less than 1,71–80%,3,5-6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,4,4,3,2,4,2,4,2,4,3,2,3,3,Deadlines,Sometimes,4,4,Synthetic
9/9/2026 19:18:07,"Yes, I agree to participate.",20-22,Male,Pokhara University,MBBS,1st Year,3.5–4.0,3–4,71–80%,4,5-6,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,3,4,4,5,3,1,5,1,2,4,4,1,Frequent internal exams and practicals,Often,3,5,Synthetic
9/9/2026 19:22:27,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,Law(LLB),3rd Year,3.5–4.0,5–6,Above 90%,2,More than 6,7–8,1–2 hours,3–4 days/week,Yes,More than 8 hours,4,2,1,3,3,3,3,2,3,3,3,3,4,Exam routine keeps changing and results come very late,Rarely,2,4,Synthetic
9/10/2026 5:49:14,"Yes, I agree to participate.",23-25,Male,Purbanchal University,BCA,2nd Year,3.0–3.49,5–6,71–80%,2,3-4,7–8,3–4 hours,1–2 days/week,No,6–8 hours,2,4,2,1,2,4,3,1,3,4,3,1,3,Strict attendance requirement,Never,1,5,Synthetic
9/10/2026 11:19:29,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,3rd Year,2.5–2.99,3–4,71–80%,5,1-2,5–6,5–6 hours,Never,Yes,More than 8 hours,4,2,3,4,5,1,2,5,3,1,5,5,2,Frustration ,Often,4,2,Synthetic
9/10/2026 12:04:09,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,Law(LLB),5th Year,3.0–3.49,Less than 1,71–80%,3,More than 6,More than 8,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,4,1,2,1,5,4,2,3,4,2,2,4,"Future career concerns because I am unsure about job opportunities, lack of discipline and too much screen time",Rarely,4,4,Synthetic
9/10/2026 12:48:51,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BDS,2nd Year,3.5–4.0,1–2,71–80%,3,1-2,7–8,5–6 hours,5–6 days/week,No,6–8 hours,3,2,2,3,4,4,5,3,4,3,2,3,3,Yes,Sometimes,4,3,Synthetic
9/10/2026 14:28:23,"Yes, I agree to participate.",20-22,Female,Pokhara University,BSc Nursing,2nd Year,3.5–4.0,3–4,71–80%,2,1-2,7–8,3–4 hours,3–4 days/week,No,6–8 hours,2,3,3,3,3,3,3,2,4,3,2,2,2,Family pressure,Sometimes,5,4,Synthetic
9/10/2026 16:43:43,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,MBBS,3rd Year,3.0–3.49,1–2,81–90%,1,3-4,7–8,Less than 1 hour,5–6 days/week,No,Less than 3 hours,2,4,1,2,1,4,5,3,5,4,1,1,3,Internal assessments and assignments piling up together,Rarely,3,4,Synthetic
9/10/2026 16:49:09,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,1–2,60–70%,4,1-2,Less than 5,1–2 hours,3–4 days/week,Yes,3–5 hours,4,3,3,5,4,3,2,5,2,2,5,4,2,Future career concerns because I am unsure about job opportunities,Very Often,3,4,Synthetic
9/10/2026 17:38:25,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,4th Year,2.0–2.49,Less than 1,60–70%,3,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,1,3,5,5,2,1,4,1,2,5,5,2,Career,Sometimes,5,2,Synthetic
9/10/2026 18:54:02,"Yes, I agree to participate.",20-22,Male,Rajarshi Janak University,BCA,4th Year,3.0–3.49,3–4,81–90%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,6–8 hours,5,3,4,3,4,3,3,3,2,3,3,2,2,Financial ,Sometimes,3,3,Synthetic
9/10/2026 19:25:05,"Yes, I agree to participate.",20-22,Female,Pokhara University,BHM,4th Year,2.5–2.99,Less than 1,71–80%,4,1-2,5–6,3–4 hours,1–2 days/week,No,6–8 hours,2,3,3,3,3,3,2,3,3,2,4,4,3,Nothing much,Sometimes,4,3,Synthetic
9/10/2026 19:36:20,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,Above 90%,3,More than 6,Less than 5,1–2 hours,1–2 days/week,Yes,6–8 hours,5,4,5,4,5,3,2,4,3,2,3,4,1,Exams ,Sometimes,3,3,Synthetic
9/10/2026 19:43:30,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,BCA,1st Year,3.0–3.49,3–4,71–80%,3,5-6,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,3,3,4,3,4,3,2,2,4,4,3,5,3,Job ,Sometimes,3,3,Synthetic
9/10/2026 21:12:24,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc Nursing,4th Year,3.5–4.0,3–4,81–90%,3,More than 6,More than 8,3–4 hours,3–4 days/week,No,6–8 hours,3,3,2,4,4,1,4,3,3,2,5,3,2,"Exams, because the whole year's result depends on the final board exam",Sometimes,4,4,Synthetic
9/10/2026 21:28:36,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,3.5–4.0,3–4,71–80%,3,3-4,Less than 5,3–4 hours,1–2 days/week,No,6–8 hours,2,1,3,2,4,2,4,5,2,2,5,3,2,Financial pressure because my family struggles to pay tuition,Rarely,4,3,Synthetic
9/10/2026 21:50:32,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BDS,2nd Year,3.0–3.49,5–6,Above 90%,5,3-4,5–6,5–6 hours,5–6 days/week,Yes,More than 8 hours,4,3,4,5,5,2,3,3,3,3,4,4,2,Too many assignments and lab reports with the same deadline,Sometimes,4,4,Synthetic
9/10/2026 23:19:42,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,MBBS,4th Year,3.0–3.49,5–6,81–90%,3,1-2,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,3,4,4,3,3,2,2,4,2,3,4,3,3,Future career,Often,4,4,Synthetic
9/11/2026 0:27:06,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,2nd Year,Below 2.0,Less than 1,60–70%,4,3-4,Less than 5,1–2 hours,Never,No,Less than 3 hours,5,1,5,4,3,2,2,4,1,2,5,5,2,Career,Often,4,3,Synthetic
9/11/2026 1:26:29,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,Less than 1,Above 90%,4,More than 6,5–6,Less than 1 hour,3–4 days/week,Yes,6–8 hours,4,3,3,3,3,3,3,3,1,3,3,4,2,Nothing much,Often,4,4,Synthetic
9/11/2026 2:16:57,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,BCA,2nd Year,3.5–4.0,3–4,71–80%,3,5-6,Less than 5,3–4 hours,1–2 days/week,No,More than 8 hours,2,3,4,3,3,3,4,4,3,3,3,4,3,Too many assignments and lab reports with the same deadline,Sometimes,4,4,Synthetic
9/11/2026 3:42:49,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,Law(LLB),2nd Year,3.5–4.0,3–4,81–90%,2,3-4,7–8,1–2 hours,1–2 days/week,No,More than 8 hours,2,4,3,3,3,3,4,4,4,3,3,3,3,Stress,Rarely,3,5,Synthetic
9/11/2026 4:35:27,"Yes, I agree to participate.",17-19,Prefer not to say,Agriculture and Forestry University,Agriculture,2nd Year,Not Available Yet,Less than 1,60–70%,4,3-4,7–8,Less than 1 hour,3–4 days/week,No,6–8 hours,3,2,4,5,4,2,3,4,1,3,4,4,3,"Strict attendance requirement, family pressure",Sometimes,5,3,Synthetic
9/11/2026 6:47:38,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BSc Nursing,4th Year,3.5–4.0,3–4,81–90%,5,More than 6,5–6,1–2 hours,Never,Yes,6–8 hours,5,3,5,4,4,1,2,4,2,1,5,5,2,Tuition fees and hostel expenses,Sometimes,4,3,Synthetic
9/11/2026 9:44:00,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,Less than 1,Below 60%,3,5-6,More than 8,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,3,1,2,2,5,4,1,4,4,2,2,5,Job ,Rarely,3,4,Synthetic
9/11/2026 14:32:46,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,1st Year,2.0–2.49,Less than 1,71–80%,5,3-4,7–8,5–6 hours,Never,Yes,3–5 hours,5,2,5,4,5,1,1,4,2,1,4,4,3,Assignment ,Often,3,1,Synthetic
9/11/2026 18:05:08,"Yes, I agree to participate.",23-25,Female,Other,BSc Nursing,3rd Year,3.0–3.49,3–4,60–70%,4,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,3,4,5,5,1,2,5,2,2,4,5,1,Strict attendance requirement,Very Often,3,2,Synthetic
9/11/2026 20:09:52,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,71–80%,3,3-4,Less than 5,More than 6 hours,3–4 days/week,Yes,More than 8 hours,3,3,5,3,4,2,2,3,3,2,3,3,3,Frustration ,Often,4,4,Synthetic
9/11/2026 20:53:07,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BIM,3rd Year,3.5–4.0,Less than 1,71–80%,3,More than 6,Less than 5,3–4 hours,3–4 days/week,Yes,3–5 hours,5,1,3,5,5,1,1,4,1,2,4,5,3,Board exams,Sometimes,4,3,Synthetic
9/11/2026 22:43:13,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BCA,3rd Year,3.5–4.0,3–4,Above 90%,3,More than 6,5–6,3–4 hours,3–4 days/week,Yes,3–5 hours,4,2,3,2,2,3,3,2,3,2,3,3,4,Office hours clash with college time,Sometimes,2,2,Synthetic
9/12/2026 0:04:42,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BDS,2nd Year,3.5–4.0,3–4,81–90%,2,More than 6,7–8,Less than 1 hour,3–4 days/week,Yes,3–5 hours,4,4,2,2,3,2,3,2,2,3,2,4,2,"Career, jobs are very limited in Nepal",Often,2,4,Synthetic
9/12/2026 8:15:46,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,2.0–2.49,Less than 1,71–80%,4,3-4,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,4,3,3,4,2,3,3,3,2,3,3,3,"TU exam pattern, everything depends on final exam",Sometimes,4,2,Synthetic
9/12/2026 11:07:54,"Yes, I agree to participate.",23-25,Female,Pokhara University,BCA,4th Year,3.0–3.49,3–4,71–80%,2,1-2,5–6,5–6 hours,5–6 days/week,Yes,6–8 hours,2,4,2,1,3,5,4,1,4,5,1,1,4,Unsure about future after graduation,Sometimes,2,4,Synthetic
9/12/2026 11:19:51,"Yes, I agree to participate.",23-25,Female,Sudurpaschim University,BSc CSIT,4th Year,3.5–4.0,More than 6 hours,81–90%,2,1-2,7–8,1–2 hours,1–2 days/week,No,More than 8 hours,2,4,2,1,3,3,5,1,3,4,1,1,5,Internal assessments and assignments piling up together,Rarely,2,5,Synthetic
9/12/2026 13:39:53,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,1st Year,3.5–4.0,More than 6 hours,71–80%,2,3-4,5–6,5–6 hours,1–2 days/week,No,6–8 hours,2,3,2,2,3,3,2,3,3,3,3,3,3,Procrastination,Sometimes,2,4,Synthetic
9/12/2026 14:06:43,"Yes, I agree to participate.",20-22,Female,Other,MBBS,5th Year,2.5–2.99,Less than 1,60–70%,2,1-2,7–8,5–6 hours,1–2 days/week,No,3–5 hours,1,5,1,2,2,3,5,1,4,4,2,1,3,"Exams, because the whole year's result depends on the final board exam",Rarely,2,3,Synthetic
9/12/2026 16:53:24,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,1–2,71–80%,4,3-4,Less than 5,5–6 hours,5–6 days/week,Yes,6–8 hours,3,3,3,3,4,2,2,4,2,2,3,3,3,Deadlines,Rarely,4,5,Synthetic
9/12/2026 18:30:10,"Yes, I agree to participate.",Above 25,Female,Other,BDS,5th Year,3.5–4.0,More than 6 hours,60–70%,2,More than 6,More than 8,1–2 hours,3–4 days/week,No,6–8 hours,2,4,1,2,1,4,5,1,4,4,1,1,5,Semester project with weak team members,Never,2,4,Synthetic
9/12/2026 19:13:32,"Yes, I agree to participate.",23-25,Male,Agriculture and Forestry University,Agriculture,4th Year,2.5–2.99,1–2,Below 60%,3,5-6,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,2,1,3,3,3,3,4,3,3,3,2,3,2,Project submission deadlines clashing with exams,Never,5,2,Synthetic
9/12/2026 19:13:36,"Yes, I agree to participate.",23-25,Prefer not to say,Rajarshi Janak University,Agriculture,4th Year,Below 2.0,3–4,60–70%,4,1-2,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,2,5,4,5,3,2,4,2,2,5,4,1,Maybe,Often,5,1,Synthetic
9/13/2026 1:51:45,"Yes, I agree to participate.",17-19,Female,Purbanchal University,BCA,1st Year,3.0–3.49,1–2,60–70%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,2,2,3,4,5,1,3,5,2,3,4,3,4,"Exams, because the whole year's result depends on the final board exam",Often,2,3,Synthetic
9/13/2026 2:02:32,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,MBBS,5th Year,2.5–2.99,3–4,81–90%,4,5-6,Less than 5,3–4 hours,3–4 days/week,No,3–5 hours,4,2,3,3,4,3,1,5,3,2,4,3,2,"Multiple assignments, strict attendance requirement",Sometimes,5,3,Synthetic
9/13/2026 2:18:51,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BHM,4th Year,3.0–3.49,3–4,71–80%,4,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,3,2,5,5,5,2,2,4,2,1,5,5,1,Frustration ,Very Often,5,3,Synthetic
9/13/2026 2:21:16,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BBS,3rd Year,2.0–2.49,1–2,81–90%,3,1-2,5–6,Less than 1 hour,1–2 days/week,Yes,6–8 hours,2,2,3,2,2,4,3,3,4,3,3,3,3,Future ,Sometimes,3,3,Synthetic
9/13/2026 6:07:16,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,1–2,Below 60%,3,1-2,7–8,5–6 hours,Never,Yes,More than 8 hours,5,3,2,3,3,3,2,3,2,4,3,3,3,Balancing money and education,Sometimes,2,5,Synthetic
9/13/2026 9:57:34,"Yes, I agree to participate.",17-19,Male,Kathmandu University,BDS,1st Year,3.5–4.0,1–2,81–90%,2,5-6,7–8,1–2 hours,3–4 days/week,No,3–5 hours,1,4,2,2,3,3,4,2,4,3,3,3,2,Board exams,Rarely,3,4,Synthetic
9/13/2026 12:25:57,"Yes, I agree to participate.",23-25,Female,Agriculture and Forestry University,Agriculture,3rd Year,2.5–2.99,1–2,81–90%,5,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,3,5,3,5,1,2,5,1,1,5,5,1,Multiple assignments ,Often,4,2,Synthetic
9/13/2026 14:11:09,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,2.0–2.49,1–2,Below 60%,4,More than 6,Less than 5,More than 6 hours,3–4 days/week,Yes,6–8 hours,3,2,3,3,3,2,3,4,3,4,4,3,4,"Career, jobs are very limited in Nepal",Often,5,3,Synthetic
9/13/2026 19:29:44,"Yes, I agree to participate.",Above 25,Male,Kathmandu University,BE/B.Tech,4th Year,2.5–2.99,3–4,71–80%,4,3-4,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,4,3,4,4,3,2,1,4,2,2,4,3,4,Financial pressure because my family struggles to pay tuition,Sometimes,3,2,Synthetic
9/13/2026 19:43:41,"Yes, I agree to participate.",20-22,Female,Other,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,3,More than 6,Less than 5,1–2 hours,3–4 days/week,Yes,6–8 hours,4,3,3,4,4,4,5,3,1,3,2,2,4,Internal assessments and assignments piling up together,Rarely,3,3,Synthetic
9/13/2026 23:40:51,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,3rd Year,Not Available Yet,3–4,Above 90%,3,3-4,Less than 5,3–4 hours,Never,Yes,6–8 hours,4,3,3,4,2,4,4,2,3,4,3,3,3,Unfair grading in internal marks,Very Often,3,3,Synthetic
9/13/2026 23:49:59,"Yes, I agree to participate.",23-25,Female,Rajarshi Janak University,BCA,4th Year,3.0–3.49,3–4,Below 60%,4,3-4,7–8,5–6 hours,3–4 days/week,Yes,More than 8 hours,2,2,3,5,3,3,3,3,3,2,3,2,3,Lack of practical classes and resources,Sometimes,2,5,Synthetic
9/14/2026 2:03:51,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,MBBS,5th Year,2.5–2.99,Less than 1,71–80%,2,3-4,7–8,1–2 hours,3–4 days/week,No,6–8 hours,2,5,1,1,2,5,5,2,5,5,1,3,4,Deadlines,Rarely,4,5,Synthetic
9/14/2026 3:18:35,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BHM,1st Year,3.0–3.49,3–4,81–90%,5,More than 6,Less than 5,3–4 hours,5–6 days/week,Yes,6–8 hours,5,2,4,4,4,1,2,5,2,3,4,5,1,Procrastination,Often,5,3,Synthetic
9/14/2026 3:44:42,"Yes, I agree to participate.",23-25,Male,Agriculture and Forestry University,Agriculture,3rd Year,2.0–2.49,1–2,60–70%,4,5-6,Less than 5,3–4 hours,Never,Yes,6–8 hours,5,4,4,4,4,1,2,4,2,2,4,5,3,Unsure about future after graduation,Often,3,3,Synthetic
9/14/2026 4:13:14,"Yes, I agree to participate.",23-25,Male,Sudurpaschim University,BCA,4th Year,2.5–2.99,3–4,60–70%,5,1-2,Less than 5,5–6 hours,1–2 days/week,No,More than 8 hours,3,3,4,5,5,1,1,5,2,1,5,4,1,Tuition fees and hostel expenses,Often,3,4,Synthetic
9/14/2026 4:23:20,"Yes, I agree to participate.",23-25,Prefer not to say,Other,BSc Nursing,4th Year,2.5–2.99,1–2,81–90%,5,More than 6,Less than 5,3–4 hours,5–6 days/week,Yes,3–5 hours,4,2,4,4,5,1,1,5,2,2,5,4,2,Outdated syllabus and theory heavy teaching,Very Often,5,3,Synthetic
9/14/2026 8:30:37,"Yes, I agree to participate.",20-22,Male,Purbanchal University,BCA,2nd Year,3.0–3.49,3–4,81–90%,4,1-2,5–6,5–6 hours,3–4 days/week,Yes,6–8 hours,4,3,5,3,5,3,2,5,1,1,4,3,3,Balancing money and education,Sometimes,4,3,Synthetic
9/14/2026 10:12:29,"Yes, I agree to participate.",20-22,Female,Sudurpaschim University,BCA,4th Year,3.5–4.0,Less than 1,71–80%,1,3-4,7–8,1–2 hours,1–2 days/week,Yes,More than 8 hours,2,4,3,2,1,4,5,2,5,4,3,2,4,Study management,Rarely,2,5,Synthetic
