age,gender,university,program,year,cgpa,study_hours,attendance,assignment_stress,exam_count,sleep_hours,social_media,physical_activity,part_time_job,screen_time,financial_stress,social_support,stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,stress_q6,stress_q7,stress_q8,stress_q9,stress_q10,academic_life_satisfaction,biggest_stress_reason,thought_break,career_stress,academic_performance,stress_q4_rev,stress_q5_rev,stress_q7_rev,stress_q8_rev,stress_score,stress_level
Above 25,Female,Tribhuvan University,Agriculture,4th Year,3.5–4.0,5–6,71–80%,3,3-4,5–6,Less than 1 hour,3–4 days/week,Yes,3–5 hours,2,3,4,2,3,3,2,3,3,4,2,3,5,Working part time and studying at the same time,Sometimes,4,4,3,4,3,2,29,Moderate
Above 25,Female,Rajarshi Janak University,BCA,4th Year,3.0–3.49,Less than 1,71–80%,2,3-4,7–8,1–2 hours,3–4 days/week,Yes,6–8 hours,4,4,1,2,2,4,4,3,4,3,3,3,4,Multiple assignments ,Rarely,4,4,2,2,2,3,23,Low
20-22,Male,Tribhuvan University,BCA,3rd Year,2.5–2.99,Less than 1,81–90%,2,5-6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,1,3,1,2,2,3,2,2,4,2,2,3,3,"TU exam pattern, everything depends on final exam",Rarely,5,3,3,4,2,4,25,Moderate
20-22,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,60–70%,2,More than 6,5–6,3–4 hours,5–6 days/week,Yes,More than 8 hours,2,3,2,2,1,4,4,2,5,4,3,2,5,Lack of practical classes and resources,Rarely,3,5,2,2,1,2,19,Low
Above 25,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,1–2,Below 60%,4,3-4,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,4,4,4,4,2,2,4,1,3,4,3,1,Lack of discipline and too much screen time,Sometimes,5,4,4,4,5,3,39,High
20-22,Female,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,60–70%,4,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,4,5,3,4,2,2,3,2,2,3,5,2,Unsure about future after graduation,Rarely,4,3,4,4,4,4,39,High
23-25,Male,Tribhuvan University,BCA,3rd Year,3.0–3.49,1–2,81–90%,3,3-4,5–6,Less than 1 hour,3–4 days/week,Yes,6–8 hours,5,1,4,3,1,2,1,4,3,1,3,3,3,Financial ,Often,3,5,4,5,3,5,35,Moderate
23-25,Female,Tribhuvan University,BSc Nursing,3rd Year,2.0–2.49,Less than 1,71–80%,5,3-4,5–6,More than 6 hours,Never,No,More than 8 hours,3,4,5,4,5,2,2,5,3,1,3,5,3,Too many assignments and lab reports with the same deadline,Often,3,2,4,4,3,5,43,High
20-22,Male,Kathmandu University,BE/B.Tech,2nd Year,Below 2.0,5–6,71–80%,4,5-6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,5,3,4,3,4,3,2,4,3,2,3,5,2,"Exams, because the whole year's result depends on the final board exam",Sometimes,1,2,3,4,3,4,37,High
20-22,Female,Tribhuvan University,BHM,3rd Year,2.0–2.49,1–2,60–70%,2,5-6,5–6,5–6 hours,Never,Yes,More than 8 hours,4,4,2,2,3,4,4,2,3,2,2,4,4,Frustration ,Rarely,4,3,2,2,3,4,26,Moderate
Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,3–4,71–80%,3,3-4,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,4,5,4,5,2,2,5,1,3,4,4,4,Lack of discipline and too much screen time,Sometimes,4,3,4,4,5,3,43,High
23-25,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,60–70%,2,1-2,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,4,2,3,2,4,3,3,3,5,3,3,3,Semester project with weak team members,Sometimes,3,4,2,3,3,1,25,Moderate
20-22,Female,Tribhuvan University,Law(LLB),2nd Year,3.5–4.0,3–4,71–80%,4,3-4,5–6,3–4 hours,3–4 days/week,No,6–8 hours,2,3,4,4,4,2,2,4,2,3,4,4,2,"Exams, because the whole year's result depends on the final board exam",Very Often,3,4,4,4,4,3,39,High
23-25,Male,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,71–80%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,5,5,2,3,3,3,3,2,3,3,3,3,3,Project submission deadlines clashing with exams,Often,5,3,3,3,3,3,28,Moderate
23-25,Male,Tribhuvan University,BHM,4th Year,3.5–4.0,1–2,71–80%,3,3-4,More than 8,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,5,3,2,3,4,4,2,4,3,2,1,3,"Working part time and studying at the same time, assignments because multiple deadlines occur at the same time",Never,4,5,2,2,2,3,22,Low
20-22,Male,Tribhuvan University,BCA,2nd Year,3.0–3.49,Less than 1,81–90%,1,5-6,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,3,4,2,2,3,3,4,2,4,3,2,2,3,Study management,Sometimes,4,4,3,2,2,3,23,Low
23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,Less than 1,81–90%,4,5-6,7–8,1–2 hours,1–2 days/week,No,6–8 hours,3,4,3,2,1,5,4,2,4,3,1,3,4,"Career, jobs are very limited in Nepal",Sometimes,4,4,1,2,2,3,20,Low
Above 25,Female,Tribhuvan University,MBBS,5th Year,3.5–4.0,5–6,71–80%,3,5-6,7–8,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,2,3,3,4,3,3,4,2,2,3,3,2,Nothing much,Rarely,4,5,3,3,4,4,34,Moderate
17-19,Female,Rajarshi Janak University,Agriculture,1st Year,3.5–4.0,1–2,81–90%,3,3-4,7–8,3–4 hours,1–2 days/week,No,3–5 hours,2,2,2,1,2,3,4,2,3,4,2,3,5,Time management,Often,2,5,3,2,3,2,22,Low
Above 25,Female,Pokhara University,BSc Nursing,4th Year,3.0–3.49,Less than 1,71–80%,3,5-6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,4,4,3,2,4,2,4,2,4,3,2,3,3,Deadlines,Sometimes,4,4,4,2,2,3,27,Moderate
20-22,Male,Pokhara University,MBBS,1st Year,3.5–4.0,3–4,71–80%,4,5-6,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,3,4,4,5,3,1,5,1,2,4,4,1,Frequent internal exams and practicals,Often,3,5,3,5,5,4,43,High
23-25,Male,Tribhuvan University,Law(LLB),3rd Year,3.5–4.0,5–6,Above 90%,2,More than 6,7–8,1–2 hours,3–4 days/week,Yes,More than 8 hours,4,2,1,3,3,3,3,2,3,3,3,3,4,Exam routine keeps changing and results come very late,Rarely,2,4,3,3,3,3,27,Moderate
23-25,Male,Purbanchal University,BCA,2nd Year,3.0–3.49,5–6,71–80%,2,3-4,7–8,3–4 hours,1–2 days/week,No,6–8 hours,2,4,2,1,2,4,3,1,3,4,3,1,3,Strict attendance requirement,Never,1,5,2,3,3,2,20,Low
23-25,Male,Tribhuvan University,BCA,3rd Year,2.5–2.99,3–4,71–80%,5,1-2,5–6,5–6 hours,Never,Yes,More than 8 hours,4,2,3,4,5,1,2,5,3,1,5,5,2,Frustration ,Often,4,2,5,4,3,5,44,High
23-25,Male,Tribhuvan University,Law(LLB),5th Year,3.0–3.49,Less than 1,71–80%,3,More than 6,More than 8,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,4,1,2,1,5,4,2,3,4,2,2,4,"Future career concerns because I am unsure about job opportunities, lack of discipline and too much screen time",Rarely,4,4,1,2,3,2,18,Low
20-22,Female,Tribhuvan University,BDS,2nd Year,3.5–4.0,1–2,71–80%,3,1-2,7–8,5–6 hours,5–6 days/week,No,6–8 hours,3,2,2,3,4,4,5,3,4,3,2,3,3,Yes,Sometimes,4,3,2,1,2,3,25,Moderate
20-22,Female,Pokhara University,BSc Nursing,2nd Year,3.5–4.0,3–4,71–80%,2,1-2,7–8,3–4 hours,3–4 days/week,No,6–8 hours,2,3,3,3,3,3,3,2,4,3,2,2,2,Family pressure,Sometimes,5,4,3,3,2,3,26,Moderate
20-22,Female,Tribhuvan University,MBBS,3rd Year,3.0–3.49,1–2,81–90%,1,3-4,7–8,Less than 1 hour,5–6 days/week,No,Less than 3 hours,2,4,1,2,1,4,5,3,5,4,1,1,3,Internal assessments and assignments piling up together,Rarely,3,4,2,1,1,2,15,Low
23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,1–2,60–70%,4,1-2,Less than 5,1–2 hours,3–4 days/week,Yes,3–5 hours,4,3,3,5,4,3,2,5,2,2,5,4,2,Future career concerns because I am unsure about job opportunities,Very Often,3,4,3,4,4,4,41,High
20-22,Male,Tribhuvan University,BCA,4th Year,2.0–2.49,Less than 1,60–70%,3,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,1,3,5,5,2,1,4,1,2,5,5,2,Career,Sometimes,5,2,4,5,5,4,45,High
20-22,Male,Rajarshi Janak University,BCA,4th Year,3.0–3.49,3–4,81–90%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,6–8 hours,5,3,4,3,4,3,3,3,2,3,3,2,2,Financial ,Sometimes,3,3,3,3,4,3,32,Moderate
20-22,Female,Pokhara University,BHM,4th Year,2.5–2.99,Less than 1,71–80%,4,1-2,5–6,3–4 hours,1–2 days/week,No,6–8 hours,2,3,3,3,3,3,2,3,3,2,4,4,3,Nothing much,Sometimes,4,3,3,4,3,4,34,Moderate
23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,Above 90%,3,More than 6,Less than 5,1–2 hours,1–2 days/week,Yes,6–8 hours,5,4,5,4,5,3,2,4,3,2,3,4,1,Exams ,Sometimes,3,3,3,4,3,4,39,High
20-22,Prefer not to say,Tribhuvan University,BCA,1st Year,3.0–3.49,3–4,71–80%,3,5-6,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,3,3,4,3,4,3,2,2,4,4,3,5,3,Job ,Sometimes,3,3,3,4,2,2,32,Moderate
20-22,Female,Tribhuvan University,BSc Nursing,4th Year,3.5–4.0,3–4,81–90%,3,More than 6,More than 8,3–4 hours,3–4 days/week,No,6–8 hours,3,3,2,4,4,1,4,3,3,2,5,3,2,"Exams, because the whole year's result depends on the final board exam",Sometimes,4,4,5,2,3,4,35,Moderate
23-25,Female,Tribhuvan University,BCA,4th Year,3.5–4.0,3–4,71–80%,3,3-4,Less than 5,3–4 hours,1–2 days/week,No,6–8 hours,2,1,3,2,4,2,4,5,2,2,5,3,2,Financial pressure because my family struggles to pay tuition,Rarely,4,3,4,2,4,4,36,Moderate
23-25,Female,Kathmandu University,BDS,2nd Year,3.0–3.49,5–6,Above 90%,5,3-4,5–6,5–6 hours,5–6 days/week,Yes,More than 8 hours,4,3,4,5,5,2,3,3,3,3,4,4,2,Too many assignments and lab reports with the same deadline,Sometimes,4,4,4,3,3,3,38,High
20-22,Male,Tribhuvan University,MBBS,4th Year,3.0–3.49,5–6,81–90%,3,1-2,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,3,4,4,3,3,2,2,4,2,3,4,3,3,Future career,Often,4,4,4,4,4,3,36,Moderate
23-25,Female,Tribhuvan University,BCA,2nd Year,Below 2.0,Less than 1,60–70%,4,3-4,Less than 5,1–2 hours,Never,No,Less than 3 hours,5,1,5,4,3,2,2,4,1,2,5,5,2,Career,Often,4,3,4,4,5,4,43,High
20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,Less than 1,Above 90%,4,More than 6,5–6,Less than 1 hour,3–4 days/week,Yes,6–8 hours,4,3,3,3,3,3,3,3,1,3,3,4,2,Nothing much,Often,4,4,3,3,5,3,33,Moderate
20-22,Prefer not to say,Tribhuvan University,BCA,2nd Year,3.5–4.0,3–4,71–80%,3,5-6,Less than 5,3–4 hours,1–2 days/week,No,More than 8 hours,2,3,4,3,3,3,4,4,3,3,3,4,3,Too many assignments and lab reports with the same deadline,Sometimes,4,4,3,2,3,3,32,Moderate
23-25,Female,Tribhuvan University,Law(LLB),2nd Year,3.5–4.0,3–4,81–90%,2,3-4,7–8,1–2 hours,1–2 days/week,No,More than 8 hours,2,4,3,3,3,3,4,4,4,3,3,3,3,Stress,Rarely,3,5,3,2,2,3,29,Moderate
17-19,Prefer not to say,Agriculture and Forestry University,Agriculture,2nd Year,Not Available Yet,Less than 1,60–70%,4,3-4,7–8,Less than 1 hour,3–4 days/week,No,6–8 hours,3,2,4,5,4,2,3,4,1,3,4,4,3,"Strict attendance requirement, family pressure",Sometimes,5,3,4,3,5,3,40,High
23-25,Female,Kathmandu University,BSc Nursing,4th Year,3.5–4.0,3–4,81–90%,5,More than 6,5–6,1–2 hours,Never,Yes,6–8 hours,5,3,5,4,4,1,2,4,2,1,5,5,2,Tuition fees and hostel expenses,Sometimes,4,3,5,4,4,5,45,High
20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,Less than 1,Below 60%,3,5-6,More than 8,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,3,1,2,2,5,4,1,4,4,2,2,5,Job ,Rarely,3,4,1,2,2,2,17,Low
20-22,Female,Tribhuvan University,BSc CSIT,1st Year,2.0–2.49,Less than 1,71–80%,5,3-4,7–8,5–6 hours,Never,Yes,3–5 hours,5,2,5,4,5,1,1,4,2,1,4,4,3,Assignment ,Often,3,1,5,5,4,5,45,High
23-25,Female,Other,BSc Nursing,3rd Year,3.0–3.49,3–4,60–70%,4,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,3,4,5,5,1,2,5,2,2,4,5,1,Strict attendance requirement,Very Often,3,2,5,4,4,4,45,High
Above 25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,71–80%,3,3-4,Less than 5,More than 6 hours,3–4 days/week,Yes,More than 8 hours,3,3,5,3,4,2,2,3,3,2,3,3,3,Frustration ,Often,4,4,4,4,3,4,36,Moderate
23-25,Female,Tribhuvan University,BIM,3rd Year,3.5–4.0,Less than 1,71–80%,3,More than 6,Less than 5,3–4 hours,3–4 days/week,Yes,3–5 hours,5,1,3,5,5,1,1,4,1,2,4,5,3,Board exams,Sometimes,4,3,5,5,5,4,45,High
23-25,Prefer not to say,Tribhuvan University,BCA,3rd Year,3.5–4.0,3–4,Above 90%,3,More than 6,5–6,3–4 hours,3–4 days/week,Yes,3–5 hours,4,2,3,2,2,3,3,2,3,2,3,3,4,Office hours clash with college time,Sometimes,2,2,3,3,3,4,28,Moderate
17-19,Female,Tribhuvan University,BDS,2nd Year,3.5–4.0,3–4,81–90%,2,More than 6,7–8,Less than 1 hour,3–4 days/week,Yes,3–5 hours,4,4,2,2,3,2,3,2,2,3,2,4,2,"Career, jobs are very limited in Nepal",Often,2,4,4,3,4,3,29,Moderate
23-25,Female,Tribhuvan University,BCA,4th Year,2.0–2.49,Less than 1,71–80%,4,3-4,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,4,3,3,4,2,3,3,3,2,3,3,3,"TU exam pattern, everything depends on final exam",Sometimes,4,2,4,3,3,4,33,Moderate
23-25,Female,Pokhara University,BCA,4th Year,3.0–3.49,3–4,71–80%,2,1-2,5–6,5–6 hours,5–6 days/week,Yes,6–8 hours,2,4,2,1,3,5,4,1,4,5,1,1,4,Unsure about future after graduation,Sometimes,2,4,1,2,2,1,15,Low
23-25,Female,Sudurpaschim University,BSc CSIT,4th Year,3.5–4.0,More than 6 hours,81–90%,2,1-2,7–8,1–2 hours,1–2 days/week,No,More than 8 hours,2,4,2,1,3,3,5,1,3,4,1,1,5,Internal assessments and assignments piling up together,Rarely,2,5,3,1,3,2,18,Low
20-22,Male,Tribhuvan University,BSc CSIT,1st Year,3.5–4.0,More than 6 hours,71–80%,2,3-4,5–6,5–6 hours,1–2 days/week,No,6–8 hours,2,3,2,2,3,3,2,3,3,3,3,3,3,Procrastination,Sometimes,2,4,3,4,3,3,29,Moderate
20-22,Female,Other,MBBS,5th Year,2.5–2.99,Less than 1,60–70%,2,1-2,7–8,5–6 hours,1–2 days/week,No,3–5 hours,1,5,1,2,2,3,5,1,4,4,2,1,3,"Exams, because the whole year's result depends on the final board exam",Rarely,2,3,3,1,2,2,17,Low
Above 25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,1–2,71–80%,4,3-4,Less than 5,5–6 hours,5–6 days/week,Yes,6–8 hours,3,3,3,3,4,2,2,4,2,2,3,3,3,Deadlines,Rarely,4,5,4,4,4,4,36,Moderate
Above 25,Female,Other,BDS,5th Year,3.5–4.0,More than 6 hours,60–70%,2,More than 6,More than 8,1–2 hours,3–4 days/week,No,6–8 hours,2,4,1,2,1,4,5,1,4,4,1,1,5,Semester project with weak team members,Never,2,4,2,1,2,2,14,Low
23-25,Male,Agriculture and Forestry University,Agriculture,4th Year,2.5–2.99,1–2,Below 60%,3,5-6,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,2,1,3,3,3,3,4,3,3,3,2,3,2,Project submission deadlines clashing with exams,Never,5,2,3,2,3,3,28,Moderate
23-25,Prefer not to say,Rajarshi Janak University,Agriculture,4th Year,Below 2.0,3–4,60–70%,4,1-2,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,2,5,4,5,3,2,4,2,2,5,4,1,Maybe,Often,5,1,3,4,4,4,42,High
17-19,Female,Purbanchal University,BCA,1st Year,3.0–3.49,1–2,60–70%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,2,2,3,4,5,1,3,5,2,3,4,3,4,"Exams, because the whole year's result depends on the final board exam",Often,2,3,5,3,4,3,39,High
Above 25,Female,Tribhuvan University,MBBS,5th Year,2.5–2.99,3–4,81–90%,4,5-6,Less than 5,3–4 hours,3–4 days/week,No,3–5 hours,4,2,3,3,4,3,1,5,3,2,4,3,2,"Multiple assignments, strict attendance requirement",Sometimes,5,3,3,5,3,4,37,High
23-25,Female,Tribhuvan University,BHM,4th Year,3.0–3.49,3–4,71–80%,4,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,3,2,5,5,5,2,2,4,2,1,5,5,1,Frustration ,Very Often,5,3,4,4,4,5,46,High
23-25,Male,Tribhuvan University,BBS,3rd Year,2.0–2.49,1–2,81–90%,3,1-2,5–6,Less than 1 hour,1–2 days/week,Yes,6–8 hours,2,2,3,2,2,4,3,3,4,3,3,3,3,Future ,Sometimes,3,3,2,3,2,3,26,Moderate
20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,1–2,Below 60%,3,1-2,7–8,5–6 hours,Never,Yes,More than 8 hours,5,3,2,3,3,3,2,3,2,4,3,3,3,Balancing money and education,Sometimes,2,5,3,4,4,2,30,Moderate
17-19,Male,Kathmandu University,BDS,1st Year,3.5–4.0,1–2,81–90%,2,5-6,7–8,1–2 hours,3–4 days/week,No,3–5 hours,1,4,2,2,3,3,4,2,4,3,3,3,2,Board exams,Rarely,3,4,3,2,2,3,25,Moderate
23-25,Female,Agriculture and Forestry University,Agriculture,3rd Year,2.5–2.99,1–2,81–90%,5,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,3,5,3,5,1,2,5,1,1,5,5,1,Multiple assignments ,Often,4,2,5,4,5,5,47,High
23-25,Male,Tribhuvan University,BCA,4th Year,2.0–2.49,1–2,Below 60%,4,More than 6,Less than 5,More than 6 hours,3–4 days/week,Yes,6–8 hours,3,2,3,3,3,2,3,4,3,4,4,3,4,"Career, jobs are very limited in Nepal",Often,5,3,4,3,3,2,32,Moderate
Above 25,Male,Kathmandu University,BE/B.Tech,4th Year,2.5–2.99,3–4,71–80%,4,3-4,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,4,3,4,4,3,2,1,4,2,2,4,3,4,Financial pressure because my family struggles to pay tuition,Sometimes,3,2,4,5,4,4,39,High
20-22,Female,Other,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,3,More than 6,Less than 5,1–2 hours,3–4 days/week,Yes,6–8 hours,4,3,3,4,4,4,5,3,1,3,2,2,4,Internal assessments and assignments piling up together,Rarely,3,3,2,1,5,3,29,Moderate
20-22,Male,Tribhuvan University,BSc CSIT,3rd Year,Not Available Yet,3–4,Above 90%,3,3-4,Less than 5,3–4 hours,Never,Yes,6–8 hours,4,3,3,4,2,4,4,2,3,4,3,3,3,Unfair grading in internal marks,Very Often,3,3,2,2,3,2,26,Moderate
23-25,Female,Rajarshi Janak University,BCA,4th Year,3.0–3.49,3–4,Below 60%,4,3-4,7–8,5–6 hours,3–4 days/week,Yes,More than 8 hours,2,2,3,5,3,3,3,3,3,2,3,2,3,Lack of practical classes and resources,Sometimes,2,5,3,3,3,4,32,Moderate
23-25,Prefer not to say,Tribhuvan University,MBBS,5th Year,2.5–2.99,Less than 1,71–80%,2,3-4,7–8,1–2 hours,3–4 days/week,No,6–8 hours,2,5,1,1,2,5,5,2,5,5,1,3,4,Deadlines,Rarely,4,5,1,1,1,1,14,Low
17-19,Female,Tribhuvan University,BHM,1st Year,3.0–3.49,3–4,81–90%,5,More than 6,Less than 5,3–4 hours,5–6 days/week,Yes,6–8 hours,5,2,4,4,4,1,2,5,2,3,4,5,1,Procrastination,Often,5,3,5,4,4,3,42,High
23-25,Male,Agriculture and Forestry University,Agriculture,3rd Year,2.0–2.49,1–2,60–70%,4,5-6,Less than 5,3–4 hours,Never,Yes,6–8 hours,5,4,4,4,4,1,2,4,2,2,4,5,3,Unsure about future after graduation,Often,3,3,5,4,4,4,42,High
23-25,Male,Sudurpaschim University,BCA,4th Year,2.5–2.99,3–4,60–70%,5,1-2,Less than 5,5–6 hours,1–2 days/week,No,More than 8 hours,3,3,4,5,5,1,1,5,2,1,5,4,1,Tuition fees and hostel expenses,Often,3,4,5,5,4,5,47,High
23-25,Prefer not to say,Other,BSc Nursing,4th Year,2.5–2.99,1–2,81–90%,5,More than 6,Less than 5,3–4 hours,5–6 days/week,Yes,3–5 hours,4,2,4,4,5,1,1,5,2,2,5,4,2,Outdated syllabus and theory heavy teaching,Very Often,5,3,5,5,4,4,45,High
20-22,Male,Purbanchal University,BCA,2nd Year,3.0–3.49,3–4,81–90%,4,1-2,5–6,5–6 hours,3–4 days/week,Yes,6–8 hours,4,3,5,3,5,3,2,5,1,1,4,3,3,Balancing money and education,Sometimes,4,3,3,4,5,5,42,High
20-22,Female,Sudurpaschim University,BCA,4th Year,3.5–4.0,Less than 1,71–80%,1,3-4,7–8,1–2 hours,1–2 days/week,Yes,More than 8 hours,2,4,3,2,1,4,5,2,5,4,3,2,4,Study management,Rarely,2,5,2,1,1,2,19,Low
23-25,Male,Tribhuvan University,BSc CSIT,4th Year,Not Available Yet,5–6,Above 90%,2,5-6,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,1,4,2,1,2,5,5,1,5,4,1,1,3,"Strict attendance requirement, career",Never,4,4,1,1,1,2,13,Low
23-25,Female,Tribhuvan University,MBBS,4th Year,3.5–4.0,5–6,Above 90%,1,More than 6,More than 8,3–4 hours,Never,No,More than 8 hours,1,3,1,2,1,4,5,1,5,5,1,1,5,Parents compare me with relatives and toppers,Rarely,3,5,2,1,1,1,12,Low
20-22,Female,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,71–80%,2,5-6,7–8,3–4 hours,Never,No,6–8 hours,3,4,3,4,3,4,4,3,3,3,2,3,4,Assignment ,Rarely,4,4,2,2,3,3,28,Moderate
17-19,Male,Tribhuvan University,BDS,2nd Year,3.5–4.0,3–4,71–80%,1,1-2,More than 8,Less than 1 hour,5–6 days/week,No,3–5 hours,1,5,2,2,2,4,5,3,3,4,2,1,4,Frequent internal exams and practicals,Never,2,4,2,1,3,2,20,Low
20-22,Female,Tribhuvan University,BDS,4th Year,2.5–2.99,5–6,71–80%,3,3-4,More than 8,Less than 1 hour,3–4 days/week,No,3–5 hours,3,3,4,3,3,3,3,3,3,3,3,3,4,Future ,Sometimes,5,4,3,3,3,3,31,Moderate
23-25,Male,Tribhuvan University,BBS,3rd Year,2.0–2.49,Less than 1,60–70%,3,3-4,7–8,1–2 hours,3–4 days/week,No,6–8 hours,4,3,4,4,4,3,3,4,2,3,4,3,2,Frequent internal exams and practicals,Very Often,3,3,3,3,4,3,36,Moderate
23-25,Male,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,1–2,71–80%,4,3-4,5–6,3–4 hours,1–2 days/week,No,More than 8 hours,2,1,4,3,4,4,2,3,3,3,3,4,3,"Career, jobs are very limited in Nepal",Often,3,3,2,4,3,3,33,Moderate
17-19,Female,Rajarshi Janak University,BCA,1st Year,2.5–2.99,1–2,71–80%,1,3-4,7–8,Less than 1 hour,5–6 days/week,No,Less than 3 hours,2,4,2,2,2,5,4,1,4,4,3,2,4,Pressure to become a doctor/engineer like my family expects,Sometimes,2,4,1,2,2,2,19,Low
20-22,Female,Rajarshi Janak University,BCA,1st Year,Not Available Yet,5–6,71–80%,3,1-2,7–8,1–2 hours,Never,Yes,6–8 hours,5,2,3,4,3,3,4,4,3,4,4,4,3,Lack of practical classes and resources,Rarely,4,3,3,2,3,2,32,Moderate
20-22,Female,Pokhara University,BCA,3rd Year,3.5–4.0,1–2,81–90%,1,5-6,More than 8,1–2 hours,1–2 days/week,Yes,3–5 hours,1,3,1,1,1,5,5,2,5,5,1,2,4,"Working part time and studying at the same time, frequent internal exams and practicals",Rarely,1,4,1,1,1,1,12,Low
20-22,Female,Tribhuvan University,BCA,3rd Year,3.5–4.0,3–4,81–90%,4,More than 6,7–8,5–6 hours,5–6 days/week,Yes,More than 8 hours,4,5,2,2,2,3,3,2,3,4,2,2,4,Project submission deadlines clashing with exams,Rarely,3,5,3,3,3,2,23,Low
23-25,Female,Madhyapaschim University,BBS,3rd Year,2.5–2.99,1–2,71–80%,3,1-2,5–6,3–4 hours,3–4 days/week,No,6–8 hours,4,3,5,3,4,2,2,3,2,1,4,5,1,"Exams, because the whole year's result depends on the final board exam, strict attendance requirement",Rarely,5,3,4,4,4,5,41,High
23-25,Male,Tribhuvan University,MBBS,4th Year,3.0–3.49,3–4,Below 60%,3,More than 6,5–6,3–4 hours,3–4 days/week,No,More than 8 hours,3,3,3,4,3,3,3,1,4,3,3,5,5,Sometimes,Sometimes,4,4,3,3,2,3,30,Moderate
23-25,Male,Purbanchal University,BE/B.Tech,2nd Year,Not Available Yet,3–4,60–70%,4,More than 6,Less than 5,More than 6 hours,Never,Yes,More than 8 hours,4,2,4,4,5,3,2,4,2,2,4,3,3,"Exams, because the whole year's result depends on the final board exam",Sometimes,3,4,3,4,4,4,39,High
20-22,Female,Purbanchal University,Agriculture,1st Year,3.5–4.0,5–6,71–80%,1,5-6,7–8,Less than 1 hour,3–4 days/week,Yes,More than 8 hours,2,5,2,1,1,5,4,2,5,4,2,2,4,"TU exam pattern, everything depends on final exam",Never,3,5,1,2,1,2,16,Low
23-25,Female,Tribhuvan University,BDS,4th Year,3.5–4.0,3–4,81–90%,4,More than 6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,3,3,1,3,3,3,2,3,3,3,3,4,1,Final year project and internship,Rarely,4,5,3,4,3,3,30,Moderate
17-19,Female,Sudurpaschim University,BCA,1st Year,Not Available Yet,1–2,Above 90%,3,3-4,7–8,1–2 hours,5–6 days/week,Yes,6–8 hours,3,4,2,3,2,4,5,3,3,3,1,2,3,Family expectations to get good grades,Sometimes,2,3,2,1,3,3,22,Low
